Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====
Obj funtion: (0.21756897778013806, 0.006832638712759543)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897780440054, 0.006832638716375721)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897781299187, 0.006832638712205953)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897780504825, 0.0068326387125185375)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897774204434, 0.006832638713711498)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897760526683, 0.006832638692141074)   (rho_normalized calls: 525) 


Obj funtion: (0.217568977553594, 0.006832638708969678)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897779262388, 0.006832638715084431)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897776085005, 0.006832638702196559)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897758020313, 0.006832638688513878)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897775571157, 0.00683263872817977)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897772957978, 0.00683263873525887)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897773033027, 0.006832638716561803)   (rho_normalized calls: 525) 


Obj funtion: (0.2175689777296388, 0.006832638716186858)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897773038975, 0.0068326387144666415)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897772349296, 0.006832638706504929)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897772966313, 0.006832638714978111)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897772142447, 0.0068326387866552134)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897770780861, 0.006832638719909585)   (rho_normalized calls: 525) 


Obj funtion: (0.2175689777599056, 0.006832638721264215)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897769884842, 0.00683263874560354)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897775022338, 0.0068326388130741985)   (rho_normalized calls: 525) 


Obj funtion: (0.21756897772216108, 0.006832638730561557)   (rho_normalized calls: 525) 


Obj funtion: (0.2162857174863674, 0.009603187547513724)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857172838017, 0.009603188001373539)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571897366278, 0.009603187653492672)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857233673724, 0.009603187500038265)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857219938993, 0.009603187323512962)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857212473265, 0.009603188289433486)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571843748148, 0.009603188198376213)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571747239778, 0.009603187534383864)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571753715997, 0.009603187545326648)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571756057124, 0.009603187547576967)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571756904755, 0.009603187538010389)   (rho_normalized calls: 483) 


Obj funtion: (0.216285717561269, 0.009603187490478653)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571749884165, 0.009603187530892895)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857173334795, 0.009603187534292689)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857172755505, 0.009603187551534668)   (rho_normalized calls: 483) 


Obj funtion: (0.216285717548714, 0.009603187545461557)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571751729495, 0.009603187550031308)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571733862906, 0.00960318780570343)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857175125927, 0.009603187635755333)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571748612474, 0.009603187562497558)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571748710607, 0.009603187547608702)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571748640713, 0.009603187547383062)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857174871364, 0.009603187545080643)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571748023392, 0.00960318757686807)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571748641104, 0.00960318754784335)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571747553985, 0.009603187603790243)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571746643735, 0.009603187549202828)   (rho_normalized calls: 483) 


Obj funtion: (0.2162857175165556, 0.009603187551294327)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571745569652, 0.009603187578302256)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571750722828, 0.009603187234730585)   (rho_normalized calls: 483) 


Obj funtion: (0.21628571747890848, 0.00960318755246264)   (rho_normalized calls: 483) 


Obj funtion: (0.2153359378265985, 0.009648048495887365)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593739534732, 0.009648048907562976)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593918407085, 0.009648048599957184)   (rho_normalized calls: 483) 


Obj funtion: (0.21533594368131506, 0.009648048449246624)   (rho_normalized calls: 483) 


Obj funtion: (0.21533594231580377, 0.009648048255825714)   (rho_normalized calls: 483) 


Obj funtion: (0.2153359415794983, 0.009648049267817566)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593878042218, 0.00964804917779126)   (rho_normalized calls: 483) 


Obj funtion: (0.2153359378127728, 0.009648048484861506)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593787793584, 0.009648048494201623)   (rho_normalized calls: 483) 


Obj funtion: (0.2153359379001182, 0.009648048496003607)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593790848377, 0.00964804848584231)   (rho_normalized calls: 483) 


Obj funtion: (0.2153359379008813, 0.009648048434555051)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593783911797, 0.00964804847826882)   (rho_normalized calls: 483) 


Obj funtion: (0.2153359376626038, 0.009648048484463049)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593760347372, 0.009648048500473017)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593788826183, 0.009648048492687498)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593785720648, 0.009648048498911266)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593768102893, 0.009648048765960926)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593785301564, 0.009648048588322564)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593782632807, 0.009648048508773594)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593782733806, 0.00964804849593484)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593782665666, 0.009648048495822192)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593782735966, 0.009648048493400382)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593782049038, 0.009648048526869832)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593782663696, 0.009648048496258568)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593781469632, 0.00964804854470351)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593780749843, 0.009648048497124792)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593785666605, 0.00964804849799382)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593779604226, 0.009648048526947187)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593784736055, 0.009648048171226664)   (rho_normalized calls: 483) 


Obj funtion: (0.21533593781912674, 0.009648048501064002)   (rho_normalized calls: 483) 


Obj funtion: (0.20850758276410444, 0.0038434361980664135)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758206963474, 0.00384343653945848)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758394007973, 0.003843436320183788)   (rho_normalized calls: 525) 


Obj funtion: (0.2085075884572113, 0.0038434361568255287)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758714140835, 0.003843436178770824)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758646802509, 0.003843436354853155)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758373481573, 0.0038434362290761916)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758275307546, 0.003843436191051197)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758281681336, 0.0038434361970321506)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758283352788, 0.003843436198368691)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758284126691, 0.003843436193615193)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758283457438, 0.0038434361955136985)   (rho_normalized calls: 525) 


Obj funtion: (0.2085075827768965, 0.0038434361947394186)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758259093083, 0.0038434361908417742)   (rho_normalized calls: 525) 


Obj funtion: (0.2085075825409015, 0.00384343620239458)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758282171045, 0.0038434361877542136)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758279277973, 0.0038434361801518947)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758263197047, 0.003843436174625137)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758279173479, 0.003843436213012949)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758276392617, 0.003843436206804867)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758276487624, 0.0038434361980663693)   (rho_normalized calls: 525) 


Obj funtion: (0.2085075827642714, 0.0038434361983650384)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758276481873, 0.0038434361961618103)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758275818493, 0.0038434361883385405)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758276411088, 0.0038434361961674117)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758275089573, 0.0038434362324782584)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758274639475, 0.0038434361983112255)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758279343348, 0.003843436189771102)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758273425127, 0.003843436228857372)   (rho_normalized calls: 525) 


Obj funtion: (0.20850758278392875, 0.0038434362835537807)   (rho_normalized calls: 525) 


Obj funtion: (0.2085075827565475, 0.0038434362174449626)   (rho_normalized calls: 525) 


Obj funtion: (0.1767247259315189, 0.006172798210881758)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472849949294, 0.00617279824476474)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472846442916, 0.00617279827260887)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472998608224, 0.006172798191154105)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472917889168, 0.006172798278553238)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472913900839, 0.006172798606415392)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472707379827, 0.006172798266568915)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472596437488, 0.006172798209200312)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472595066707, 0.006172798206357844)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472596818092, 0.006172798207401218)   (rho_normalized calls: 525) 


Obj funtion: (0.1767247259713043, 0.0061727982021641)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472595947408, 0.0061727981962213675)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472594782834, 0.006172798200966863)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472597579175, 0.006172798208072622)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472610911943, 0.006172798206468107)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472594545705, 0.00617279818912111)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472593939603, 0.006172798176444219)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472593427652, 0.006172798234581335)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472597162192, 0.006172798241001672)   (rho_normalized calls: 525) 


Obj funtion: (0.1767247259343707, 0.006172798211775202)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472593362085, 0.006172798209949223)   (rho_normalized calls: 525) 


Obj funtion: (0.1767247259324217, 0.006172798210486425)   (rho_normalized calls: 525) 


Obj funtion: (0.1767247259319276, 0.006172798209412951)   (rho_normalized calls: 525) 


Obj funtion: (0.1767247259268624, 0.006172798227997879)   (rho_normalized calls: 525) 


Obj funtion: (0.1767247259311217, 0.006172798207534138)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472593280902, 0.006172798217029853)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472590811233, 0.006172798214779975)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472595344932, 0.006172798181753975)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472590879373, 0.006172798250906606)   (rho_normalized calls: 525) 


Obj funtion: (0.17672472594551578, 0.006172798135425874)   (rho_normalized calls: 525) 


Obj funtion: (0.176724725923059, 0.006172798250050864)   (rho_normalized calls: 525) 


Obj funtion: (0.17459713861871773, 0.009234305905424081)   (rho_normalized calls: 483) 


Obj funtion: (0.17459714057037382, 0.009234306470142306)   (rho_normalized calls: 483) 


Obj funtion: (0.17459714089922795, 0.00923430634276584)   (rho_normalized calls: 483) 


Obj funtion: (0.17459714298734721, 0.009234306001857737)   (rho_normalized calls: 483) 


Obj funtion: (0.17459714207905283, 0.009234305954768388)   (rho_normalized calls: 483) 


Obj funtion: (0.17459714191886183, 0.009234306259952571)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713972749555, 0.009234305952623714)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713863982868, 0.009234305905072716)   (rho_normalized calls: 483) 


Obj funtion: (0.1745971386487328, 0.00923430589892768)   (rho_normalized calls: 483) 


Obj funtion: (0.1745971386605284, 0.00923430590625901)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713866419532, 0.009234305897753259)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713865545123, 0.00923430589435377)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713863425497, 0.009234305897142761)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713862119222, 0.00923430592366525)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713871896768, 0.009234305924345506)   (rho_normalized calls: 483) 


Obj funtion: (0.1745971386408625, 0.009234305876413463)   (rho_normalized calls: 483) 


Obj funtion: (0.174597138630617, 0.009234305872773386)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713859576514, 0.009234305927411153)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713865627116, 0.009234305932825558)   (rho_normalized calls: 483) 


Obj funtion: (0.1745971386206672, 0.009234305907905218)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713862049533, 0.00923430590728012)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713861952983, 0.009234305904967079)   (rho_normalized calls: 483) 


Obj funtion: (0.1745971386191625, 0.009234305903822355)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713861386236, 0.009234305919123172)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713861840762, 0.009234305902191459)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713861721787, 0.009234305920085383)   (rho_normalized calls: 483) 


Obj funtion: (0.1745971385963431, 0.009234305896917845)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713864203005, 0.009234305879376683)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713859464973, 0.00923430594380717)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713863378132, 0.009234305838714381)   (rho_normalized calls: 483) 


Obj funtion: (0.17459713861044718, 0.009234305941917174)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343113023834, 0.009184250784765124)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343305346286, 0.00918425133358059)   (rho_normalized calls: 483) 


Obj funtion: (0.1744534334012288, 0.00918425122027795)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343551045622, 0.009184250891981802)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343459353355, 0.009184250833882556)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343443145467, 0.009184251138728427)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343223808393, 0.009184250831736315)   (rho_normalized calls: 483) 


Obj funtion: (0.1744534311508184, 0.009184250784296657)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343116070133, 0.009184250778945592)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343117216258, 0.009184250785822138)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343117577136, 0.009184250777070533)   (rho_normalized calls: 483) 


Obj funtion: (0.174453431167128, 0.009184250773738441)   (rho_normalized calls: 483) 


Obj funtion: (0.1744534311457547, 0.009184250776526773)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343113101464, 0.009184250801970021)   (rho_normalized calls: 483) 


Obj funtion: (0.17445343122652673, 0.009184250800568786)   (rho_normalized calls: 483) 
